frame,px,py,pz,proll,ppitch,e0_alive,e0_x,e0_y,e0_z,e0_rz,e1_alive,e1_x,e1_y,e1_z,e1_rz,e2_alive,e2_x,e2_y,e2_z,e2_rz,e3_alive,e3_x,e3_y,e3_z,e3_rz,e4_alive,e4_x,e4_y,e4_z,e4_rz,e5_alive,e5_x,e5_y,e5_z,e5_rz,e6_alive,e6_x,e6_y,e6_z,e6_rz,e7_alive,e7_x,e7_y,e7_z,e7_rz,e8_alive,e8_x,e8_y,e8_z,e8_rz,e9_alive,e9_x,e9_y,e9_z,e9_rz,boss_active,boss_x,boss_y,boss_z
241,6.28707,-3.31394,235,-0.555025,0.0325794,1,-45,7.09672,411.859,0,1,45,13.0967,401.859,0,1,-45,19.0967,391.859,0,1,39.4124,28.3433,378.191,0.173152,1,-10.3821,44.4019,361.897,-0.709609,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,404
242,6.75872,-3.05021,235.5,-0.541949,0.0576057,1,-45,7.09672,411.859,0,1,45,13.0967,401.859,0,1,-45,19.0967,391.859,0,1,38.3432,28.979,377.569,0.207055,1,-9.29996,44.6913,361.881,-0.725046,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,404.5
243,7.22799,-2.7793,236,-0.530181,0.0801294,1,-45,7.09672,411.859,0,1,45,13.0967,401.859,0,1,-45,19.0967,391.859,0,1,37.29,29.6073,376.982,0.240565,1,-8.24106,44.9549,361.89,-0.739104,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,405
244,7.69507,-2.50177,236.5,-0.519589,0.100401,1,-45,7.09672,411.859,0,1,45,13.0967,401.859,0,1,-45,19.0967,391.859,0,1,36.2528,30.227,376.431,0.273616,1,-7.20543,45.1921,361.923,-0.751754,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,405.5
245,8.16014,-2.21817,237,-0.510056,0.118645,1,-45,7.09672,411.859,0,1,45,13.0967,401.859,0,1,-45,19.0967,391.859,0,1,35.2318,30.837,375.915,0.306147,1,-6.19307,45.4025,361.978,-0.762974,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,406
246,8.62336,-1.92896,237.5,-0.501477,0.135065,1,-45,7.09672,411.859,0,1,45,13.0967,401.859,0,1,-45,19.0967,391.859,0,1,34.2268,31.436,375.433,0.338095,1,-5.20399,45.5856,362.056,-0.772741,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,406.5
247,9.08488,-1.63461,238,-0.493756,0.149843,1,-45,7.09672,411.859,0,1,45,13.0967,401.859,0,1,-45,19.0967,391.859,0,1,33.238,32.0229,374.984,0.369399,1,-4.23818,45.7412,362.156,-0.781037,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,407
248,9.23842,-1.23399,238.5,-0.44438,0.174858,1,-45,7.09672,411.859,0,1,45,13.0967,401.859,0,1,-45,19.0967,391.859,0,1,32.2652,32.5967,374.568,0.4,1,-3.29565,45.8688,362.277,-0.787846,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,407.5
249,9.37968,-0.825416,239,-0.399942,0.197372,1,-45,7.09672,411.859,0,1,45,13.0967,401.859,0,1,-45,19.0967,391.859,0,1,31.3084,33.1562,374.185,0.42984,1,-2.37638,45.9684,362.419,-0.793156,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,408
250,9.50963,-0.409529,239.5,-0.359948,0.217635,1,-45,7.09672,411.859,0,1,45,13.0967,401.859,0,1,-45,19.0967,391.859,0,1,30.3678,33.7004,373.833,0.458861,1,-1.4804,46.0396,362.582,-0.796956,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,408.5
251,9.62919,0.0130875,240,-0.323953,0.235872,1,-45,7.09672,411.859,0,1,45,13.0967,401.859,0,1,-45,19.0967,391.859,0,1,29.4432,34.2281,373.513,0.487009,1,-0.607676,46.0824,362.764,-0.799239,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,409
252,9.73919,0.441895,240.5,-0.291558,0.252285,1,-45,7.09672,411.859,0,1,45,13.0967,401.859,0,1,-45,19.0967,391.859,0,1,28.5348,34.7385,373.223,0.51423,1,0.241771,46.0967,362.965,-0.8,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,409.5
253,9.84038,0.876397,241,-0.262402,0.267056,1,-45,7.09672,411.859,0,1,45,13.0967,401.859,0,1,-45,19.0967,391.859,0,1,27.6424,35.2306,372.963,0.540472,1,1.06794,46.0824,363.184,-0.799239,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,410
254,9.93348,1.31614,241.5,-0.236162,0.28035,1,-45,7.09672,411.859,0,1,45,13.0967,401.859,0,1,-45,19.0967,391.859,0,1,26.766,35.7033,372.733,0.565686,1,1.87084,46.0396,363.421,-0.796956,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,410.5
255,10.0191,1.7607,242,-0.212546,0.292315,1,-45,7.09672,411.859,0,1,45,13.0967,401.859,0,1,-45,19.0967,391.859,0,1,25.9058,36.1559,372.531,0.589822,1,2.65047,45.9684,363.676,-0.793156,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,411
256,10.0979,2.2097,242.5,-0.191291,0.303084,1,-45,7.09672,411.859,0,1,45,13.0967,401.859,0,1,-45,19.0967,391.859,0,1,25.0616,36.5874,372.358,0.612836,1,3.40683,45.8688,363.947,-0.787846,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,411.5
257,10.1704,2.66278,243,-0.172162,0.312776,1,-45,7.09672,411.859,0,1,45,13.0967,401.859,0,1,-43.9981,19.751,391.049,-0.0348955,1,24.2335,36.997,372.213,0.634683,1,4.13991,45.7412,364.235,-0.781037,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,412
258,10.2371,3.11961,243.5,-0.154946,0.321498,1,-45,7.09672,411.859,0,1,45,13.0967,401.859,0,1,-43.0101,20.4041,390.278,-0.0697246,1,23.4215,37.384,372.095,0.655322,1,4.84972,45.5856,364.538,-0.772741,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,412.5
259,10.2985,3.5799,244,-0.139451,0.329348,1,-45,7.09672,411.859,0,1,45,13.0967,401.859,0,1,-42.0362,21.0546,389.545,-0.104421,1,22.6256,37.7476,372.003,0.674713,1,5.53626,45.4025,364.856,-0.762974,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,413
260,10.3549,4.04336,244.5,-0.125506,0.336413,1,-45,7.09672,411.859,0,1,45,13.0967,401.859,0,1,-41.0763,21.7014,388.849,-0.138919,1,21.8457,38.0871,371.937,0.69282,1,6.19953,45.1921,365.189,-0.751754,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,413.5
261,10.4069,4.50974,245,-0.112955,0.342772,1,-45,7.09672,411.859,0,1,45,13.0967,401.859,0,1,-40.1304,22.3433,388.191,-0.173152,1,21.082,38.4019,371.897,0.709609,1,6.83952,44.9549,365.535,-0.739104,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,414
262,10.4547,4.97882,245.5,-0.10166,0.348495,1,-45,7.09672,411.859,0,1,45,13.0967,401.859,0,1,-39.1985,22.979,387.569,-0.207055,1,20.3343,38.6913,371.881,0.725046,1,7.45624,44.6913,365.894,-0.725046,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,414.5
263,10.4986,5.45037,246,-0.0914939,0.353645,1,-45,7.09672,411.859,0,1,45,13.0967,401.859,0,1,-38.2806,23.6073,386.982,-0.240565,1,19.6027,38.9549,371.89,0.739104,1,8.04969,44.4019,366.267,-0.709609,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,415
264,10.5391,5.92419,246.5,-0.0823445,0.358281,1,-45,7.09672,411.859,0,1,45,13.0967,401.859,0,1,-37.3768,24.227,386.431,-0.273616,1,18.8871,39.1921,371.923,0.751754,1,8.61987,44.0871,366.651,-0.69282,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,415.5
265,10.5763,6.40011,247,-0.0741101,0.362453,1,-45,7.09672,411.859,0,1,45,13.0967,401.859,0,1,-36.4869,24.837,385.915,-0.306147,1,18.1877,39.4025,371.978,0.762974,1,9.16677,43.7476,367.047,-0.674713,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,416
266,10.6105,6.87796,247.5,-0.0666991,0.366207,1,-45,7.09672,411.859,0,1,45,13.0967,401.859,0,1,-35.6111,25.436,385.433,-0.338095,1,17.5043,39.5856,372.056,0.772741,1,9.6904,43.384,367.454,-0.655322,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,416.5
267,10.642,7.35757,248,-0.0600292,0.369587,1,-45,7.09672,411.859,0,1,45,13.0967,401.859,0,1,-34.7493,26.0229,384.984,-0.369399,1,16.837,39.7412,372.156,0.781037,1,10.1908,42.997,367.871,-0.634683,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,417
268,10.3645,7.73729,248.5,-0.0115998,0.360912,1,-45,7.09672,411.859,0,1,45,13.0967,401.859,0,1,-33.9015,26.5967,384.568,-0.4,1,16.1858,39.8688,372.277,0.787846,1,10.6678,42.5874,368.298,-0.612836,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,417.5
269,10.0739,8.11491,249,0.0319866,0.353105,1,-45,7.09672,411.859,0,1,45,13.0967,401.859,0,1,-33.0677,27.1562,384.185,-0.42984,1,15.5507,39.9684,372.419,0.793156,1,11.1217,42.1559,368.734,-0.589822,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,418
270,9.77123,8.4906,249.5,0.0712143,0.346079,1,-45,7.09672,411.859,0,1,45,13.0967,401.859,0,1,-32.2479,27.7004,383.833,-0.458861,1,14.9316,40.0396,372.582,0.796956,1,11.5522,41.7033,369.179,-0.565686,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,418.5
271,9.45738,8.86452,250,0.106519,0.339755,1,-45,7.09672,411.859,0,1,45,13.0967,401.859,0,1,-31.4422,28.2281,383.513,-0.487009,1,14.3287,40.0824,372.764,0.799239,1,11.9595,41.2306,369.632,-0.540473,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,419
272,9.13329,9.02354,250.5,0.138294,0.334064,1,-45,7.09672,411.859,0,1,45,13.0967,401.859,0,1,-30.6504,28.7385,383.223,-0.51423,1,13.7418,40.0967,372.965,0.8,1,12.3435,40.7385,370.092,-0.514231,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,419.5
273,8.79977,9.14165,251,0.166891,0.328942,1,-45,7.09672,411.859,0,1,45,13.0967,401.859,0,1,-29.8727,29.2306,382.963,-0.540472,1,13.1709,40.0824,373.184,0.799239,1,12.7042,40.2281,370.559,-0.48701,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,420
274,8.45757,9.25032,251.5,0.192628,0.324332,1,-45,7.09672,411.859,0,1,45,13.0967,401.859,0,1,-29.109,29.7033,382.733,-0.565686,1,12.6162,40.0396,373.421,0.796956,1,13.0416,39.7004,371.032,-0.458862,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,420.5
275,8.1074,9.3503,252,0.215792,0.320183,1,-45,7.09672,411.859,0,1,45,13.0967,401.859,0,1,-28.3593,30.1559,382.531,-0.589822,1,12.0776,39.9684,373.676,0.793156,1,13.3558,39.1562,371.512,-0.42984,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,421
276,7.74988,9.44227,252.5,0.236639,0.316449,1,-45,7.09672,411.859,0,1,45,13.0967,401.859,0,1,-27.6236,30.5874,382.358,-0.612836,1,11.555,39.8688,373.947,0.787846,1,13.6467,38.5967,371.996,-0.400001,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,421.5
277,7.38561,9.52689,253,0.255401,0.313088,1,-45,7.09672,411.859,0,1,43.1883,13.751,401.049,0.0348955,1,-26.9019,30.997,382.213,-0.634683,1,11.0485,39.7412,374.235,0.781037,1,13.9144,38.023,372.485,-0.369399,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,422
278,7.01512,9.60474,253.5,0.272288,0.310064,1,-45,7.09672,411.859,0,1,41.4019,14.4041,400.278,0.0697246,1,-26.1942,31.384,382.095,-0.655322,1,10.5581,39.5856,374.538,0.772741,1,14.1587,37.436,372.978,-0.338095,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,422.5
279,6.63892,9.67636,254,0.287485,0.307342,1,-45,7.09672,411.859,0,1,39.6409,15.0546,399.545,0.104421,1,-25.5006,31.7476,382.003,-0.674713,1,10.0837,39.4025,374.856,0.762974,1,14.3798,36.837,373.474,-0.306147,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,423
280,6.25746,9.74225,254.5,0.301163,0.304892,1,-45,7.09672,411.859,0,1,37.9052,15.7014,398.849,0.138919,1,-24.8209,32.0871,381.937,-0.69282,1,9.62546,39.1921,375.189,0.751754,1,14.5776,36.227,373.974,-0.273617,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,423.5
281,5.87116,9.80287,255,0.313473,0.302687,1,-45,7.09672,411.859,0,1,36.1948,16.3433,398.191,0.173152,1,-24.1553,32.4019,381.897,-0.709609,1,9.18328,38.9549,375.535,0.739104,1,14.7522,35.6073,374.475,-0.240565,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,424
282,5.48041,9.85864,255.5,0.324552,0.300703,1,-45,7.09672,411.859,0,1,34.5098,16.979,397.569,0.207055,1,-23.5037,32.6913,381.881,-0.725046,1,8.75718,38.6913,375.894,0.725046,1,14.9034,34.979,374.978,-0.207056,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,424.5
283,5.08557,9.90995,256,0.334524,0.298917,1,-45,7.09672,411.859,0,1,32.8501,17.6073,396.982,0.240565,1,-22.8661,32.9549,381.89,-0.739104,1,8.34715,38.4019,376.267,0.709609,1,15.0314,34.3433,375.482,-0.173153,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,425
284,4.68695,9.95715,256.5,0.343498,0.297309,1,-45,7.09672,411.859,0,1,31.2158,18.227,396.431,0.273616,1,-22.2425,33.1921,381.923,-0.751754,1,7.95321,38.0871,376.651,0.69282,1,15.1362,33.7015,375.987,-0.138919,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,425.5
285,4.28487,10.0006,257,0.351574,0.295863,1,-45,7.09672,411.859,0,1,29.6068,18.837,395.915,0.306147,1,-21.6329,33.4025,381.978,-0.762974,1,7.57534,37.7476,377.047,0.674713,1,15.2176,33.0546,376.492,-0.104422,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,426
286,3.87961,10.0405,257.5,0.358843,0.294561,1,-45,7.09672,411.859,0,1,28.0231,19.436,395.433,0.338095,1,-21.0373,33.5856,382.056,-0.772741,1,7.21356,37.384,377.454,0.655322,1,15.2758,32.4041,376.996,-0.0697255,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,426.5
287,3.4714,10.0773,258,0.365385,0.293389,1,-45,7.09672,411.859,0,1,26.4648,20.0229,394.984,0.369399,1,-20.4558,33.7412,382.156,-0.781037,1,6.86786,36.997,377.871,0.634683,1,15.3107,31.751,377.499,-0.0348964,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,427
288,3.0605,10.1111,258.5,0.371273,0.292334,1,-45,7.09672,411.859,0,1,24.9318,20.5967,394.568,0.4,1,-19.8882,33.8688,382.277,-0.787846,1,6.53823,36.5874,378.298,0.612836,1,15.3224,31.0967,378,-8.83736e-07,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,427.5
289,2.64712,10.1422,259,0.376572,0.291385,1,-45,7.09672,411.859,0,1,23.4242,21.1562,394.185,0.42984,1,-19.3347,33.9684,382.419,-0.793156,1,6.22468,36.1559,378.734,0.589822,1,15.3224,31.0967,378.5,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,428
290,2.23145,10.1708,259.5,0.381341,0.290531,1,-45,7.09672,411.859,0,1,21.9419,21.7004,393.833,0.458861,1,-18.7952,34.0396,382.582,-0.796956,1,5.92721,35.7033,379.179,0.565686,1,9.56121,28.5747,379.097,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,428.5
291,1.81368,10.1972,260,0.385634,0.289762,1,-45,7.09672,411.859,0,1,20.4849,22.2281,393.513,0.487009,1,-18.2697,34.0824,382.764,-0.799239,1,5.64583,35.2306,379.632,0.540473,1,9.49639,28.7465,379.434,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,429
292,1.26705,10.2214,260.5,0.40707,0.260786,1,-45,7.09672,411.859,0,1,19.0533,22.7385,393.223,0.51423,1,-17.7582,34.0967,382.965,-0.8,1,5.38052,34.7385,380.092,0.514231,1,9.44169,28.9252,379.77,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,429.5
293,0.714156,10.2437,261,0.426363,0.234707,1,-45,7.09672,411.859,0,1,17.647,23.2306,392.963,0.540472,1,-17.2608,34.0824,383.184,-0.799239,1,5.13129,34.2281,380.559,0.48701,1,9.3972,29.1102,380.106,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,430
294,0.155493,10.2642,261.5,0.443727,0.211236,1,-45,7.09672,411.859,0,1,16.266,23.7033,392.733,0.565686,1,-16.7773,34.0396,383.421,-0.796956,1,4.89814,33.7004,381.032,0.458862,1,9.36299,29.3011,380.442,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,430.5
295,-0.408478,10.2831,262,0.459354,0.190113,1,-45,7.09672,411.859,0,1,14.9104,24.1559,392.531,0.589822,1,-16.3079,33.9684,383.676,-0.793156,1,4.68107,33.1562,381.512,0.42984,1,9.33912,29.4973,380.777,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,431
296,-0.977331,10.3004,262.5,0.473419,0.171102,1,-45,7.09672,411.859,0,1,13.5801,24.5874,392.358,0.612836,1,-15.8524,33.8688,383.947,-0.787846,1,4.48007,32.5967,381.996,0.400001,1,9.32564,29.6981,381.111,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,431.5
297,-1.55068,10.3164,263,0.486077,0.153991,1,-44.6601,7.75101,411.049,-0.0348955,1,12.2752,24.997,392.213,0.634683,1,-15.411,33.7412,384.235,-0.781037,1,4.29516,32.023,382.485,0.369399,1,9.32258,29.9031,381.444,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,432
298,-2.12815,10.3311,263.5,0.497469,0.138592,1,-44.3249,8.40405,410.278,-0.0697246,1,10.9956,25.384,392.095,0.655322,1,-14.9836,33.5856,384.538,-0.772741,1,4.12633,31.436,382.978,0.338095,1,9.32992,30.1115,381.777,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,432.5
299,-2.70943,10.3446,264,0.507722,0.124733,1,-43.9945,9.05461,409.545,-0.104421,1,9.74133,25.7476,392.003,0.674713,1,-14.5702,33.4025,384.856,-0.762974,1,3.97357,30.837,383.474,0.306147,1,9.34767,30.3228,382.109,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,433
300,-3.29421,10.357,264.5,0.51695,0.11226,1,-43.6689,9.70144,408.849,-0.138919,1,8.51241,26.0871,391.937,0.69282,1,-14.1708,33.1921,385.189,-0.751754,1,3.8369,30.227,383.974,0.273617,1,9.37579,30.5364,382.439,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,433.5
301,-3.8822,10.3685,265,0.525255,0.101034,1,-43.348,10.3433,408.191,-0.173152,1,7.30883,26.4019,391.897,0.709609,1,-13.7855,32.9549,385.535,-0.739104,1,3.7163,29.6073,384.475,0.240565,1,9.41423,30.7517,382.769,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,434
302,-4.47316,10.379,265.5,0.53273,0.0909303,1,-43.0318,10.979,407.569,-0.207055,1,6.13058,26.6913,391.881,0.725046,1,-13.4141,32.6913,385.894,-0.725046,1,3.61179,28.979,384.978,0.207056,1,9.46293,30.9679,383.098,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,434.5
303,-5.06684,10.3887,266,0.539457,0.0818373,1,-42.7205,11.6073,406.982,-0.240565,1,4.97768,26.9549,391.89,0.739104,1,-13.0568,32.4019,386.267,-0.709609,1,3.52335,28.3433,385.482,0.173153,1,9.5218,31.1846,383.426,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,435
304,-5.66302,10.3976,266.5,0.545511,0.0736536,1,-42.4138,12.227,406.431,-0.273616,1,3.85011,27.1921,391.923,0.751754,1,-12.7135,32.0871,386.651,-0.69282,1,3.45099,27.7015,385.987,0.138919,1,9.59074,31.401,383.752,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,1,45,5.90091,456.644,0,1,-45,5.90091,456.644,0,0,0.0,18,435.5
