frame,px,py,pz,proll,ppitch,e0_alive,e0_x,e0_y,e0_z,e0_rz,e1_alive,e1_x,e1_y,e1_z,e1_rz,e2_alive,e2_x,e2_y,e2_z,e2_rz,e3_alive,e3_x,e3_y,e3_z,e3_rz,e4_alive,e4_x,e4_y,e4_z,e4_rz,e5_alive,e5_x,e5_y,e5_z,e5_rz,e6_alive,e6_x,e6_y,e6_z,e6_rz,e7_alive,e7_x,e7_y,e7_z,e7_rz,e8_alive,e8_x,e8_y,e8_z,e8_rz,e9_alive,e9_x,e9_y,e9_z,e9_rz,boss_active,boss_x,boss_y,boss_z
61,-4.02503,-5.83648,145,-0.328646,-0.0766318,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,0.529535,6.57551,236.408,0,1,-17.8383,4.97598,236.92,0,1,18.6032,7.21127,233.164,0,1,23.3851,8.13819,242.92,0,1,12.5157,20.9251,242.111,0,1,-8.44985,16.5526,239.843,0,1,-1.75635,6.71581,238.792,0,1,10.7022,-2.43776,239.064,0,0,0.0,18,314
62,-3.63448,-6.09753,145.5,-0.338208,-0.0972529,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,0.501525,6.76962,236.743,0,1,-17.9231,4.87355,237.089,0,1,18.3676,7.00714,233.46,0,1,23.3003,8.03576,243.089,0,1,12.346,20.9311,242.274,0,1,-8.6967,16.434,240.161,0,1,-1.81317,6.59131,239.029,0,1,10.4762,-2.64957,239.354,0,0,0.0,18,314.5
63,-3.23982,-6.36599,146,-0.346813,-0.115812,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,0.483888,6.96866,237.077,0,1,-18.0176,4.78161,237.257,0,1,18.1288,6.80723,233.757,0,1,23.2057,7.94382,243.257,0,1,12.1689,20.9488,242.437,0,1,-8.94169,16.3254,240.481,0,1,-1.88008,6.45739,239.268,0,1,10.246,-2.85861,239.647,0,0,0.0,18,315
64,-2.84138,-6.64125,146.5,-0.354558,-0.132515,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,0.476652,7.17203,237.411,0,1,-18.1217,4.70042,237.424,0,1,17.8871,6.61214,234.057,0,1,23.1016,7.86263,243.424,0,1,11.9845,20.9781,242.599,0,1,-9.1844,16.2271,240.802,0,1,-1.95697,6.31444,239.51,0,1,10.0118,-3.06427,239.941,0,0,0.0,18,315.5
65,-2.43946,-6.92278,147,-0.361529,-0.147548,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,1,0.479832,7.37915,237.744,0,1,-18.2352,4.63023,237.59,0,1,17.6429,6.42244,234.359,0,1,22.9882,7.79243,243.59,0,1,11.7932,21.0191,242.762,0,1,-9.42441,16.1393,241.125,0,1,-2.04369,6.16289,239.754,0,1,9.77428,-3.26594,240.238,0,0,0.0,18,316
66,-2.03434,-7.21006,147.5,-0.367803,-0.161077,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-18.3579,4.57123,237.756,0,1,17.3968,6.23867,234.663,0,1,22.8655,7.73344,243.756,0,1,11.5954,21.0714,242.924,0,1,-9.66129,16.0625,241.449,0,1,-2.14011,6.00318,240.001,0,1,9.53368,-3.46302,240.537,0,0,0.0,18,316.5
67,-1.62627,-7.50265,148,-0.373449,-0.173254,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-18.4895,4.52361,237.921,0,1,17.149,6.06139,234.969,0,1,22.7339,7.68581,243.921,0,1,11.3914,21.1351,243.087,0,1,-9.89464,15.9967,241.775,0,1,-2.24606,5.83579,240.25,0,1,9.29046,-3.65495,240.838,0,0,0.0,18,317
68,-1.21549,-7.80012,148.5,-0.37853,-0.184213,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-18.6298,4.4875,238.085,0,1,16.9001,5.89111,235.276,0,1,22.5935,7.6497,244.085,0,1,11.1816,21.2099,243.25,0,1,-10.1241,15.9422,242.102,0,1,-2.36134,5.66119,240.502,0,1,9.04505,-3.84116,241.141,0,0,0.0,18,317.5
69,-0.802217,-8.10207,149,-0.383104,-0.194076,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-18.7787,4.46301,238.249,0,1,16.6504,5.72833,235.586,0,1,22.4447,7.62521,244.249,0,1,10.9663,21.2956,243.412,0,1,-10.3491,15.8991,242.43,0,1,-2.48576,5.4799,240.756,0,1,8.79787,-4.0211,241.446,0,0,0.0,18,318
70,-0.386652,-8.40816,149.5,-0.38722,-0.202952,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-18.9358,4.45021,238.413,0,1,16.4004,5.57352,235.898,0,1,22.2876,7.61241,244.413,0,1,10.7459,21.392,243.576,0,1,-10.5695,15.8676,242.759,0,1,-2.61911,5.29246,241.013,0,1,8.54935,-4.19424,241.753,0,0,0.0,18,318.5
71,0.0310236,-8.71803,150,-0.390924,-0.210941,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-19.1008,4.44914,238.576,0,1,16.1506,5.42715,236.211,0,1,22.1225,7.61133,244.576,0,1,10.5207,21.4987,243.739,0,1,-10.7847,15.8477,243.089,0,1,-2.76114,5.09942,241.273,0,1,8.29992,-4.36008,242.062,0,0,0.0,18,319
72,0.45064,-9.03141,150.5,-0.394258,-0.218132,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-19.2736,4.45979,238.739,0,1,15.9013,5.28964,236.526,0,1,21.9498,7.62198,244.739,0,1,10.2913,21.6154,243.903,0,1,-10.9945,15.8396,243.42,0,1,-2.91163,4.90133,241.535,0,1,8.05002,-4.51814,242.373,0,0,0.0,18,319.5
73,0.872043,-9.348,151,-0.397259,-0.224603,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-19.4537,4.48215,238.902,0,1,15.653,5.16139,236.843,0,1,21.7697,7.64434,244.902,0,1,10.0579,21.7419,244.068,0,1,-11.1984,15.8431,243.752,0,1,-3.07029,4.69878,241.799,0,1,7.80007,-4.66793,242.685,0,0,0.0,18,320
74,1.29509,-9.66754,151.5,-0.399959,-0.230427,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-19.6409,4.51614,239.064,0,1,15.4062,5.04279,237.161,0,1,21.5825,7.67833,245.064,0,1,9.82093,21.8777,244.233,0,1,-11.3961,15.8584,244.085,0,1,-3.23687,4.49238,242.066,0,1,7.55052,-4.80904,243,0,0,0.0,18,320.5
75,1.71965,-9.98981,152,-0.40239,-0.235668,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-19.8348,4.56166,239.227,0,1,15.1612,4.93417,237.481,0,1,21.3886,7.72385,245.227,0,1,9.58089,22.0224,244.399,0,1,-11.5873,15.8854,244.419,0,0,-3.23687,4.49238,242.066,0,1,7.30179,-4.94104,243.316,0,0,0.0,18,321
76,2.1456,-10.3146,152.5,-0.404577,-0.240386,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-20.0351,4.61859,239.389,0,1,14.9185,4.83587,237.802,0,1,21.1883,7.78077,245.389,0,1,9.33815,22.1757,244.565,0,1,-11.7716,15.924,244.753,0,0,-3.23687,4.49238,242.066,0,1,7.05432,-5.06354,243.633,0,0,0.0,18,321.5
77,2.57282,-10.6416,153,-0.406546,-0.244631,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-20.2415,4.68674,239.552,0,1,14.6785,4.74815,238.125,0,1,20.9819,7.84892,245.552,0,1,9.09313,22.337,244.732,0,1,-11.9487,15.974,245.088,0,0,-3.23687,4.49238,242.066,0,1,6.80853,-5.17619,243.953,0,0,0.0,18,322
78,3.00123,-10.9708,153.5,-0.408318,-0.248453,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-20.4535,4.76593,239.715,0,1,14.4416,4.67129,238.449,0,1,20.7698,7.92811,245.715,0,1,8.84626,22.506,244.9,0,1,-12.1183,16.0354,245.424,0,0,-3.23687,4.49238,242.066,0,1,6.56486,-5.27866,244.274,0,0,0.0,18,322.5
79,3.43072,-11.302,154,-0.409912,-0.251892,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-20.6709,4.85593,239.878,0,1,14.2082,4.60551,238.775,0,1,20.5524,8.0181,245.878,0,1,8.59796,22.682,245.07,0,1,-12.2801,16.108,245.76,0,0,-3.23687,4.49238,242.066,0,1,6.32372,-5.37065,244.596,0,0,0.0,18,323
80,3.8612,-11.6349,154.5,-0.411347,-0.254987,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-20.8933,4.95646,240.041,0,1,13.9788,4.55101,239.102,0,1,20.3301,8.11863,246.041,0,1,8.34868,22.8646,245.24,0,1,-12.4338,16.1915,246.097,0,0,-3.23687,4.49238,242.066,0,1,6.08554,-5.45187,244.92,0,0,0.0,18,323.5
81,4.2926,-11.9695,155,-0.412639,-0.257772,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-21.1202,5.06723,240.205,0,1,13.7537,4.50793,239.43,0,1,20.1032,8.2294,246.205,0,1,8.09883,23.0532,245.411,0,1,-12.5792,16.2857,246.434,0,0,-3.23687,4.49238,242.066,0,1,5.85073,-5.52211,245.245,0,0,0.0,18,324
82,4.72485,-12.3056,155.5,-0.413802,-0.260279,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-21.3513,5.18792,240.369,0,1,13.5334,4.47641,239.759,0,1,19.8721,8.35009,246.369,0,1,7.84885,23.2473,245.583,0,1,-12.716,16.3903,246.771,0,0,-3.23687,4.49238,242.066,0,1,5.61969,-5.58115,245.571,0,0,0.0,18,324.5
83,5.15787,-12.6431,156,-0.414848,-0.262536,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-21.5862,5.31817,240.534,0,1,13.3182,4.45654,240.089,0,1,19.6372,8.48034,246.534,0,1,7.59919,23.4464,245.757,0,1,-12.8439,16.505,247.108,0,0,-3.23687,4.49238,242.066,0,1,5.39283,-5.62882,245.898,0,0,0.0,18,325
84,5.5916,-12.9819,156.5,-0.41579,-0.264566,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-21.8244,5.4576,240.699,0,1,13.1084,4.44838,240.42,0,1,19.399,8.61977,246.699,0,1,7.35026,23.6498,245.931,0,1,-12.9628,16.6296,247.445,0,0,-3.23687,4.49238,242.066,0,1,5.17054,-5.66497,246.227,0,0,0.0,18,325.5
85,6.15291,-13.0767,157,-0.434211,-0.23811,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-22.0656,5.60581,240.865,0,1,12.9045,4.45196,240.752,0,1,19.1578,8.76797,246.865,0,1,7.10251,23.8569,246.107,0,1,-13.0724,16.7635,247.783,0,0,-3.23687,4.49238,242.066,0,1,4.95321,-5.68951,246.557,0,0,0.0,18,326
86,6.71931,-13.1639,157.5,-0.45079,-0.214299,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-22.3093,5.76236,241.032,0,1,12.7068,4.46725,241.085,0,1,18.9141,8.92452,247.032,0,1,6.85636,24.0672,246.285,0,1,-13.1726,16.9065,248.12,0,0,-3.23687,4.49238,242.066,0,1,4.74121,-5.70236,246.888,0,0,0.0,18,326.5
87,7.29041,-13.2442,158,-0.465711,-0.192869,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-22.5551,5.92678,241.199,0,1,12.5156,4.49423,241.419,0,1,18.6683,9.08894,247.2,0,1,6.61224,24.2799,246.464,0,1,-13.2631,17.058,248.458,0,0,-3.23687,4.49238,242.066,0,1,4.53491,-5.70348,247.219,0,0,0.0,18,327
88,7.86581,-13.3181,158.5,-0.47914,-0.173582,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-22.8026,6.0986,241.368,0,1,12.3313,4.5328,241.753,0,1,18.4208,9.26076,247.368,0,1,6.37057,24.4946,246.644,0,1,-13.3439,17.2177,248.795,0,0,-3.23687,4.49238,242.066,0,1,4.33468,-5.69287,247.552,0,0,0.0,18,327.5
89,8.44519,-13.386,159,-0.491226,-0.156224,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-23.0513,6.27731,241.537,0,1,12.1542,4.58285,242.088,0,1,18.1721,9.43947,247.537,0,1,6.13178,24.7105,246.826,0,1,-13.4147,17.3852,249.132,0,0,-3.23687,4.49238,242.066,0,1,4.14085,-5.67056,247.885,0,0,0.0,18,328
90,9.02821,-13.4485,159.5,-0.502103,-0.140601,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-23.3009,6.46238,241.708,0,1,11.9846,4.64425,242.424,0,1,17.9225,9.62454,247.708,0,1,5.89628,24.9271,247.01,0,1,-13.4755,17.5598,249.469,0,0,-3.23687,4.49238,242.066,0,1,3.95377,-5.63662,248.22,0,0,0.0,18,328.5
91,9.61459,-13.506,160,-0.511893,-0.126541,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-23.5508,6.65329,241.88,0,1,11.8228,4.7168,242.76,0,1,17.6726,9.81545,247.88,0,1,5.66447,25.1437,247.195,0,1,-13.5261,17.7411,249.805,0,0,-3.23687,4.49238,242.066,0,1,3.77375,-5.59114,248.554,0,0,0.0,18,329
92,10.2041,-13.5589,160.5,-0.520703,-0.113887,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-23.8007,6.84945,242.052,0,1,11.6691,4.8003,243.097,0,1,17.4227,10.0116,248.052,0,1,5.43677,25.3596,247.383,0,1,-13.5665,17.9285,250.14,0,0,-3.23687,4.49238,242.066,0,1,3.60112,-5.53426,248.89,0,0,0.0,18,329.5
93,10.7964,-13.6076,161,-0.528633,-0.102498,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-24.0501,7.05032,242.226,0,1,11.5237,4.8945,243.434,0,1,17.1732,10.2125,248.226,0,1,5.21356,25.5742,247.571,0,1,-13.5966,18.1216,250.476,0,0,-3.23687,4.49238,242.066,0,1,3.43617,-5.46615,249.226,0,0,0.0,18,330
94,11.3913,-13.6523,161.5,-0.53577,-0.0922486,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-24.2987,7.25528,242.402,0,1,11.3869,4.99912,243.771,0,1,16.9247,10.4174,248.402,0,1,4.99523,25.787,247.762,0,1,-13.6163,18.3197,250.81,0,0,-3.23687,4.49238,242.066,0,1,3.27918,-5.387,249.562,0,0,0.0,18,330.5
95,11.9886,-13.6935,162,-0.542193,-0.0830237,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-24.5458,7.46373,242.578,0,1,11.259,5.11386,244.108,0,1,16.6776,10.6259,248.578,0,1,4.78216,25.9972,247.955,0,1,-13.6256,18.5222,251.144,0,0,-3.23687,4.49238,242.066,0,1,3.13044,-5.29705,249.899,0,0,0.0,18,331
96,12.5882,-13.7314,162.5,-0.547974,-0.0747213,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-24.7912,7.67508,242.756,0,1,11.1401,5.23838,244.445,0,1,16.4322,10.8372,248.756,0,1,4.57472,26.2043,248.15,0,1,-13.6245,18.7286,251.477,0,0,-3.23687,4.49238,242.066,0,1,2.99019,-5.19656,250.236,0,0,0.0,18,331.5
97,13.1898,-13.7663,163,-0.553176,-0.0672492,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-25.0344,7.88869,242.936,0,1,11.0305,5.37232,244.783,0,1,16.189,11.0508,248.936,0,1,4.37327,26.4076,248.346,0,1,-13.613,18.9383,251.81,0,0,-3.23687,4.49238,242.066,0,1,2.85869,-5.08583,250.573,0,0,0.0,18,332
98,13.6663,-13.5532,163.5,-0.540285,-0.03224,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-25.275,8.10394,243.117,0,1,10.9303,5.51528,245.12,0,1,15.9484,11.2661,249.117,0,1,4.17817,26.6065,248.545,0,1,-13.5911,19.1506,252.141,0,0,-3.23687,4.49238,242.066,0,1,2.73615,-4.96518,250.91,0,0,0.0,18,332.5
99,14.1401,-13.329,164,-0.528683,-0.000731731,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-25.5125,8.3202,243.3,0,1,10.8398,5.66684,245.458,0,1,15.7109,11.4824,249.3,0,1,3.98974,26.8006,248.746,0,1,-13.5589,19.365,252.471,0,0,-3.23687,4.49238,242.066,0,1,2.6228,-4.83496,251.248,0,0,0.0,18,333
100,14.6113,-13.0943,164.5,-0.518241,0.0276257,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-25.7466,8.53685,243.484,0,1,10.759,5.82656,245.795,0,1,15.4768,11.699,249.484,0,1,3.80832,26.9891,248.949,0,1,-13.5163,19.5807,252.801,0,0,-3.23687,4.49238,242.066,0,1,2.51883,-4.69556,251.585,0,0,0.0,18,333.5
101,15.0802,-12.8502,165,-0.508843,0.0531474,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-25.9768,8.75323,243.67,0,1,10.6882,5.99398,246.132,0,1,15.2466,11.9154,249.67,0,1,3.63422,27.1716,249.154,0,1,-13.4635,19.7972,253.129,0,0,-3.23687,4.49238,242.066,0,1,2.42441,-4.54739,251.923,0,0,0.0,18,334
102,15.5469,-12.5973,165.5,-0.500385,0.0761169,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-26.2027,8.96871,243.858,0,1,10.6274,6.16858,246.469,0,1,15.0207,12.1309,249.858,0,1,3.46775,27.3475,249.361,0,1,-13.4006,20.0138,253.456,0,0,-3.23687,4.49238,242.066,0,1,2.33972,-4.39088,252.26,0,0,0.0,18,334.5
103,16.0117,-12.3363,166,-0.492773,0.0967895,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-26.424,9.18267,244.048,0,1,10.5768,6.34988,246.805,0,1,14.7994,12.3448,250.048,0,1,3.30919,27.5163,249.57,0,1,-13.3277,20.2299,253.782,0,0,-3.23687,4.49238,242.066,0,1,2.26491,-4.22649,252.597,0,0,0.0,18,335
104,16.4746,-12.068,166.5,-0.485922,0.115395,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-26.6403,9.39447,244.239,0,1,10.5364,6.53733,247.14,0,1,14.5831,12.5566,250.239,0,1,3.15881,27.6774,249.782,0,1,-13.2449,20.4449,254.107,0,0,-3.23687,4.49238,242.066,0,1,2.20009,-4.05469,252.934,0,0,0.0,18,335.5
105,16.9358,-11.7928,167,-0.479757,0.13214,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-26.8512,9.60349,244.433,0,1,10.5063,6.73039,247.476,0,1,14.3722,12.7657,250.433,0,1,3.01689,27.8306,249.996,0,1,-13.1523,20.658,254.43,0,0,-3.23687,4.49238,242.066,0,1,2.14538,-3.87601,253.27,0,0,0.0,18,336
106,17.3955,-11.5113,167.5,-0.474207,0.14721,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-27.0562,9.80914,244.628,0,1,10.4866,6.92848,247.81,0,1,14.1671,12.9713,250.628,0,1,2.88366,27.9751,250.213,0,1,-13.0501,20.8688,254.752,0,0,-3.23687,4.49238,242.066,0,1,2.10089,-3.69096,253.606,0,0,0.0,18,336.5
107,17.8538,-11.2241,168,-0.469213,0.160773,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-27.2552,10.0108,244.825,0,1,10.4773,7.13104,248.144,0,1,13.9682,13.1729,250.825,0,1,2.75936,28.1108,250.432,0,1,-12.9385,21.0766,255.072,0,0,-3.23687,4.49238,242.066,0,1,2.06668,-3.50007,253.942,0,0,0.0,18,337
108,18.3108,-10.9316,168.5,-0.464718,0.17298,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-27.4477,10.2078,245.025,0,1,10.4784,7.33746,248.477,0,1,13.7757,13.37,251.025,0,1,2.64419,28.2371,250.653,0,1,-12.8177,21.2807,255.391,0,0,-3.23687,4.49238,242.066,0,1,2.04281,-3.30393,254.276,0,0,0.0,18,337.5
109,18.7665,-10.6342,169,-0.460673,0.183966,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-27.6333,10.3997,245.227,0,1,10.4899,7.54713,248.81,0,1,13.5901,13.5619,251.227,0,1,2.53838,28.3537,250.876,0,1,-12.6879,21.4806,255.708,0,0,-3.23687,4.49238,242.066,0,1,2.02933,-3.10309,254.611,0,0,0.0,18,338
110,19.2212,-10.3323,169.5,-0.457032,0.193854,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-27.8118,10.5859,245.43,0,1,10.5118,7.75945,249.141,0,1,13.4115,13.7481,251.43,0,1,2.44208,28.4602,251.103,0,1,-12.5493,21.6757,256.023,0,0,-3.23687,4.49238,242.066,0,1,2.02626,-2.89814,254.944,0,0,0.0,18,338.5
111,19.6748,-10.0263,170,-0.453755,0.202753,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-27.9829,10.7658,245.636,0,1,10.544,7.97379,249.471,0,1,13.2405,13.928,251.636,0,1,2.35548,28.5563,251.331,0,1,-12.4021,21.8654,256.337,0,0,-3.23687,4.49238,242.066,0,1,2.03361,-2.6897,255.277,0,0,0.0,18,339
112,20.1275,-9.71644,170.5,-0.450806,0.210762,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-28.1463,10.9389,245.844,0,1,10.5866,8.18952,249.801,0,1,13.0771,14.1011,251.844,0,1,2.27873,28.6418,251.562,0,1,-12.2467,22.0491,256.649,0,0,-3.23687,4.49238,242.066,0,1,2.05135,-2.47836,255.609,0,0,0.0,18,339.5
113,20.5794,-9.40311,171,-0.448152,0.21797,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-28.3016,11.1047,246.055,0,1,10.6394,8.406,250.129,0,1,12.9218,14.2669,252.055,0,1,2.21195,28.7164,251.796,0,1,-12.0832,22.2264,256.959,0,0,-3.23687,4.49238,242.066,0,1,2.07947,-2.26476,255.939,0,0,0.0,18,340
114,21.0304,-9.08657,171.5,-0.445763,0.224457,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-28.4486,11.2627,246.268,0,1,10.7023,8.62262,250.456,0,1,12.7748,14.4249,252.268,0,1,2.15526,28.7799,252.032,0,1,-11.912,22.3967,257.267,0,0,-3.23687,4.49238,242.066,0,1,2.11791,-2.04951,256.269,0,0,0.0,18,340.5
115,21.4808,-8.76706,172,-0.443613,0.230296,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-28.5871,11.4125,246.483,0,1,10.7752,8.83872,250.782,0,1,12.6363,14.5747,252.483,0,1,2.10877,28.8321,252.27,0,1,-11.7334,22.5594,257.574,0,0,-3.23687,4.49238,242.066,0,1,2.16661,-1.83325,256.598,0,0,0.0,18,341
116,21.9304,-8.44483,172.5,-0.441678,0.235551,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-28.7168,11.5535,246.7,0,1,10.858,9.05367,251.107,0,1,12.5066,14.7157,252.7,0,1,2.07254,28.8728,252.511,0,1,-11.5476,22.7142,257.878,0,0,-3.23687,4.49238,242.066,0,1,2.22548,-1.61661,256.925,0,0,0.0,18,341.5
117,22.3794,-8.12009,173,-0.439937,0.24028,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-28.8374,11.6855,246.92,0,1,10.9506,9.26685,251.43,0,1,12.3859,14.8477,252.92,0,1,2.04665,28.9019,252.755,0,1,-11.355,22.8606,258.18,0,0,-3.23687,4.49238,242.066,0,1,2.29441,-1.40022,257.252,0,0,0.0,18,342
118,22.8279,-7.79305,173.5,-0.438369,0.244536,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-28.9489,11.8079,247.142,0,1,11.0528,9.47763,251.752,0,1,12.2745,14.9701,253.142,0,1,2.03114,28.9194,253.001,0,1,-11.156,22.9981,258.481,0,0,-3.23687,4.49238,242.066,0,1,2.3733,-1.18474,257.577,0,0,0.0,18,342.5
119,23.2759,-7.46389,174,-0.436959,0.248367,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-29.0509,11.9205,247.367,0,1,11.1644,9.68539,252.072,0,1,12.1725,15.0827,253.367,0,1,2.02604,28.9251,253.25,0,1,-10.9508,23.1263,258.779,0,0,-3.23687,4.49238,242.066,0,1,2.462,-0.970772,257.901,0,0,0.0,18,343
120,23.4169,-7.03123,174.5,-0.393263,0.26353,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-29.1433,12.0229,247.594,0,1,11.2852,9.88951,252.391,0,1,12.08,15.1851,253.594,0,1,2.03135,28.9192,253.501,0,1,-10.7399,23.2449,259.075,0,0,-3.23687,4.49238,242.066,0,1,2.56036,-0.758961,258.223,0,0,0.0,18,343.5
121,23.5467,-6.5932,175,-0.353937,0.277177,0,-2.01595,6.68954,225.037,0,0,-15.3207,11.0375,218.15,0,0,0.479832,7.37915,237.744,0,1,-29.226,12.1149,247.823,0,1,11.415,10.0894,252.708,0,1,11.9973,15.277,253.823,0,1,2.04707,28.9015,253.755,0,1,-10.5235,23.3535,259.368,0,0,-3.23687,4.49238,242.066,0,0,2.56036,-0.758961,258.223,0,0,0.0,18,344
